No,Ligand Name,Canonical SMILES,InChIKey,DOI or link to data source,Albumin source organism,"Albumin concentration, μM",Albumin modifications,"Ligand concentration, μM",pH,Buffer,"Buffer concentration, M","Temperature, K",Method,Method details,Model,Ka in M scale,Kd in M scale,n,"ΔH, kJ/mol",Ka2,Kd2,n2,ΔH2,Tag,Ligand ChEMBL ID,Assay ChEMBL ID or BindingDB Ref
193,"2-[(4-{[4-(1H-1,3-Benzodiazol-2-Yl)Phenyl]Amino}-6-(Morpholin-4-Yl)-1,3,5-Triazin-2-Yl)Amino]Ethanol",OCCNc1nc(Nc2ccc(cc2)c2nc3c([nH]2)cccc3)nc(n1)N1CCOCC1,QWUQXEMQIXWUED-UHFFFAOYSA-N,10.1016/j.ejmech.2016.03.088,Bos taurus,10,,0-20,7.4,Phosphate,0.1,300,UV-vis spectroscopy,,Benesi-Hildebrand,95000,,,,,,,,CHEMBL,CHEMBL3809375,CHEMBL3812800
194,"2-[(8Z)-Heptadec-8-En-1-Yl]-5-Methyl-1,3,4-Oxadiazole",CCCCCCCC/C=C\CCCCCCCc1nnc(o1)C,VVPLDHNBIMIQSY-KHPPLWFESA-N,10.1016/j.ejmech.2016.06.012,Homo sapiens,5,,0-200,7.4,Phosphate,0.02,298,Fluorescence spectroscopy,,Double logarithmic plot,2950,,1.05,,,,,,CHEMBL,CHEMBL3976613,CHEMBL3866040
195,"2-[(8Z)-Heptadec-8-En-1-Yl]-5-Methyl-1,3,4-Oxadiazole",CCCCCCCC/C=C\CCCCCCCc1nnc(o1)C,VVPLDHNBIMIQSY-KHPPLWFESA-N,10.1016/j.ejmech.2016.06.012,Homo sapiens,5,,0-200,7.4,Phosphate,0.02,298,Fluorescence spectroscopy,,Stern-Volmer,3600,,,,,,,,CHEMBL,CHEMBL3976613,CHEMBL3866038
196,"2-[4-(4-{[4-(1H-1,3-Benzodiazol-2-Yl)Phenyl]Amino}-6-(Morpholin-4-Yl)-1,3,5-Triazin-2-Yl)Piperazin-1-Yl]Ethanol",OCCN1CCN(CC1)c1nc(Nc2ccc(cc2)c2nc3c([nH]2)cccc3)nc(n1)N1CCOCC1,HFLJLKJLVQYVIZ-UHFFFAOYSA-N,10.1016/j.ejmech.2016.03.088,Bos taurus,10,,0-20,7.4,Phosphate,0.1,300,Fluorescence spectroscopy,,Double logarithmic plot,54000,,1.61,,,,,,CHEMBL,CHEMBL3810285,CHEMBL3813000
197,"2-[4-(4-{[4-(1H-1,3-Benzodiazol-2-Yl)Phenyl]Amino}-6-(Morpholin-4-Yl)-1,3,5-Triazin-2-Yl)Piperazin-1-Yl]Ethanol",OCCN1CCN(CC1)c1nc(Nc2ccc(cc2)c2nc3c([nH]2)cccc3)nc(n1)N1CCOCC1,HFLJLKJLVQYVIZ-UHFFFAOYSA-N,10.1016/j.ejmech.2016.03.088,Bos taurus,10,,0-20,7.4,Phosphate,0.1,300,UV-vis spectroscopy,,Benesi-Hildebrand,120000,,,,,,,,CHEMBL,CHEMBL3810285,CHEMBL3812800
198,"2-{[1,2,3]Triazolo[1,5-A]Pyridin-3-Yl}-6-(6-{[1,2,3]Triazolo[1,5-A]Pyridin-3-Yl}Pyridine-2-Carbonyl)Pyridine",O=C(c1cccc(n1)c1nnn2c1cccc2)c1cccc(n1)c1nnn2c1cccc2,ZMJFJHPGFJFALD-UHFFFAOYSA-N,10.1016/j.bmc.2014.05.069,Bos taurus,1.3,,0.26-11,6,Cacodylate,0.1,room,Fluorescence spectroscopy,,Double logarithmic plot,25000,,0.79,,,,,,CHEMBL,CHEMBL3310476,CHEMBL3365504
199,"2-{[1,2,3]Triazolo[1,5-A]Pyridin-3-Yl}-6-(6-{[1,2,3]Triazolo[1,5-A]Pyridin-3-Yl}Pyridine-2-Carbonyl)Pyridine",O=C(c1cccc(n1)c1nnn2c1cccc2)c1cccc(n1)c1nnn2c1cccc2,ZMJFJHPGFJFALD-UHFFFAOYSA-N,10.1016/j.bmc.2014.05.069,Bos taurus,1.3,,0.26-11,6,Cacodylate,0.1,room,Fluorescence spectroscopy,,Stern-Volmer,260000,,,,,,,,CHEMBL,CHEMBL3310476,CHEMBL3365505
200,"2-{[1,2,3]Triazolo[1,5-A]Pyridin-3-Yl}-6-[6-(6-{[1,2,3]Triazolo[1,5-A]Pyridin-3-Yl}Pyridine-2-Carbonyl)Pyridine-2-Carbonyl]Pyridine",O=C(c1cccc(n1)c1nnn2c1cccc2)c1cccc(n1)C(=O)c1cccc(n1)c1nnn2c1cccc2,PAQLXCXKOCDIIW-UHFFFAOYSA-N,10.1016/j.bmc.2014.05.069,Bos taurus,1.3,,0.26-11,6,Cacodylate,0.1,room,Fluorescence spectroscopy,,Double logarithmic plot,19000,,0.77,,,,,,CHEMBL,CHEMBL3311247,CHEMBL3365504
201,"2-{[1,2,3]Triazolo[1,5-A]Pyridin-3-Yl}-6-[6-(6-{[1,2,3]Triazolo[1,5-A]Pyridin-3-Yl}Pyridine-2-Carbonyl)Pyridine-2-Carbonyl]Pyridine",O=C(c1cccc(n1)c1nnn2c1cccc2)c1cccc(n1)C(=O)c1cccc(n1)c1nnn2c1cccc2,PAQLXCXKOCDIIW-UHFFFAOYSA-N,10.1016/j.bmc.2014.05.069,Bos taurus,1.3,,0.26-11,6,Cacodylate,0.1,room,Fluorescence spectroscopy,,Stern-Volmer,240000,,,,,,,,CHEMBL,CHEMBL3311247,CHEMBL3365505
202,"2-{[4-(2-{[(2,4-Difluorophenyl)Carbamoyl](Heptyl)Amino}Ethyl)Phenyl]Sulfanyl}-2-Methylpropanoic Acid",CCCCCCCN(C(=O)Nc1ccc(cc1F)F)CCc1ccc(cc1)SC(C(=O)O)(C)C,KYQNYMXQHLMADB-UHFFFAOYSA-N,10.1016/j.bmcl.2010.04.019,Homo sapiens,,,,,,,,,,,,1.30E-06,,,,,,,CHEMBL,CHEMBL278590,CHEMBL1117975
203,"2-{4-[({[(2,4-Dimethylphenyl)Carbamoyl]Methyl}(Furan-2-Ylmethyl)Amino)Methyl]Phenoxy}-2-Methylpropanoic Acid",O=C(Nc1ccc(cc1C)C)CN(Cc1ccco1)Cc1ccc(cc1)OC(C(=O)O)(C)C,OLAPRRPHWILKIM-UHFFFAOYSA-N,10.1016/j.bmcl.2010.04.019,Homo sapiens,,,,,,,,,,,,1.00E-05,,,,,,,CHEMBL,CHEMBL1085795,CHEMBL1117975
204,"22-Amino-2-[(Cyclopropylmethyl)Amino]-1,3,12,21,23-Pentaazatricosa-1,22-Diene-1,12,23-Triium Tritrifluoroacetate",[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.[NH2+]=C(NCC1CC1)NCCCCCCCC[NH2+]CCCCCCCCNC(=[NH2+])N,FJGFUKYNIJAKTO-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.081,Homo sapiens,,,,,,,,,,,,2.65E-05,,,,,,,BindingDB,CHEMBL3353611,50253333
205,3-({2-[(4-Fluorophenyl)Carbamoyl]Ethyl}(Octyl)Amino)-N-Phenylpropanamide,CCCCCCCCN(CCC(=O)Nc1ccccc1)CCC(=O)Nc1ccc(cc1)F,HEMZNHBMLFFXHC-UHFFFAOYSA-N,10.1021/acs.jmedchem.9b00145,Homo sapiens,,,,,,,,,,,,7.80E-06,,,,,,,CHEMBL,CHEMBL4569917,CHEMBL4360144
206,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,286,Fluorescence spectroscopy,,Modified Stern-Volmer,98080,,,,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354145
207,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,298,Fluorescence spectroscopy,,Modified Stern-Volmer,52870,,,-29.018,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354146
208,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,310,Fluorescence spectroscopy,,Modified Stern-Volmer,38260,,,,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354147
209,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,286,Fluorescence spectroscopy,,Scatchard,180700,,1.17,,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354148
210,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,298,Fluorescence spectroscopy,,Scatchard,162700,,1.24,,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354149
211,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,310,Fluorescence spectroscopy,,Scatchard,144200,,1.31,,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354150
212,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,286,Fluorescence spectroscopy,,Stern-Volmer,189000,,,,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354139
213,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,298,Fluorescence spectroscopy,,Stern-Volmer,179000,,,,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354140
214,"3-(2-Amino-1,3-Thiazol-4-Yl)-1-Ethyl-6-Fluoro-7-{4-[(2E)-2-(Methoxyimino)Propyl]Piperazin-1-Yl}Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(N1CCN(CC1)C/C(=N/OC)/C)c(c2)F,KUBMGOSYJIUZJM-VULFUBBASA-N,10.1016/j.ejmech.2019.06.046,Homo sapiens,,,,7.4,,,310,Fluorescence spectroscopy,,Stern-Volmer,157000,,,,,,,,CHEMBL,CHEMBL4564663,CHEMBL4354141
215,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,288,Fluorescence spectroscopy,,Modified Stern-Volmer,147000,,,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826233
216,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,303,Fluorescence spectroscopy,,Modified Stern-Volmer,139000,,,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826234
217,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,310,Fluorescence spectroscopy,,Modified Stern-Volmer,137000,,,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826235
218,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,288,Fluorescence spectroscopy,,Scatchard,72600,,1.4,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826236
219,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,303,Fluorescence spectroscopy,,Scatchard,70100,,1.4,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826237
220,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,310,Fluorescence spectroscopy,,Scatchard,65600,,1.4,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826238
221,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,298,Fluorescence spectroscopy,,Stern-Volmer,14300,,,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826230
222,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,303,Fluorescence spectroscopy,,Stern-Volmer,13900,,,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826231
223,"3-(2-Amino-1,3-Thiazol-4-Yl)-7-Chloro-1-Ethyl-6-(Pyrrolidin-1-Yl)Quinolin-4-One",CCn1cc(c2csc(n2)N)c(=O)c2c1cc(Cl)c(c2)N1CCCC1,PYSOLWXSLSLLGJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.5b01678,Homo sapiens,10,,0-8.56,7.4,"Tris-HCl, 0.15 M NaCl",0.05,310,Fluorescence spectroscopy,,Stern-Volmer,12600,,,,,,,,CHEMBL,CHEMBL3824037,CHEMBL3826232
224,3-(2-Phenylethyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(NCCc1ccccc1)N/N=C\c1ccnc2c1cccc2,XCQZQWXQMHXWCP-HMAPJEAMSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,10,,5-40,7.6,Tris-HCl,0.1,298,Fluorescence spectroscopy,,Stern-Volmer,40900,,,,,,,,CHEMBL,CHEMBL4462948,CHEMBL4408416
225,3-(2-Phenylethyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(NCCc1ccccc1)N/N=C\c1ccnc2c1cccc2,XCQZQWXQMHXWCP-HMAPJEAMSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,20,,5-40,7.6,Tris-HCl,0.1,298,UV-Vis spectroscopy,,McGhee and von Hippel method,108000,,,,,,,,CHEMBL,CHEMBL4462948,CHEMBL4408414
226,3-(4-Ethylphenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,CCc1ccc(cc1)NC(=S)N/N=C\c1ccnc2c1cccc2,AEBRSIWLOLALCU-BKUYFWCQSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,10,,5-40,7.6,Tris-HCl,0.1,298,Fluorescence spectroscopy,,Stern-Volmer,160500,,,,,,,,CHEMBL,CHEMBL4435230,CHEMBL4408416
227,3-(4-Ethylphenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,CCc1ccc(cc1)NC(=S)N/N=C\c1ccnc2c1cccc2,AEBRSIWLOLALCU-BKUYFWCQSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,20,,5-40,7.6,Tris-HCl,0.1,298,UV-Vis spectroscopy,,McGhee and von Hippel method,143000,,,,,,,,CHEMBL,CHEMBL4435230,CHEMBL4408414
228,3-(4-Fluorophenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(Nc1ccc(cc1)F)N/N=C\c1ccnc2c1cccc2,ANEFXBGBVGMDMB-JAIQZWGSSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,10,,5-40,7.6,Tris-HCl,0.1,298,Fluorescence spectroscopy,,Stern-Volmer,59000,,,,,,,,CHEMBL,CHEMBL4442404,CHEMBL4408416
229,3-(4-Fluorophenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(Nc1ccc(cc1)F)N/N=C\c1ccnc2c1cccc2,ANEFXBGBVGMDMB-JAIQZWGSSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,20,,5-40,7.6,Tris-HCl,0.1,298,UV-Vis spectroscopy,,McGhee and von Hippel method,84000,,,,,,,,CHEMBL,CHEMBL4442404,CHEMBL4408414
230,3-(4-Methoxyphenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,COc1ccc(cc1)NC(=S)N/N=C\c1ccnc2c1cccc2,HTLYCVXCDJINOG-NDENLUEZSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,10,,5-40,7.6,Tris-HCl,0.1,298,Fluorescence spectroscopy,,Stern-Volmer,92400,,,,,,,,CHEMBL,CHEMBL4436849,CHEMBL4408416
231,3-(4-Methoxyphenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,COc1ccc(cc1)NC(=S)N/N=C\c1ccnc2c1cccc2,HTLYCVXCDJINOG-NDENLUEZSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,20,,5-40,7.6,Tris-HCl,0.1,298,UV-Vis spectroscopy,,McGhee and von Hippel method,54400,,,,,,,,CHEMBL,CHEMBL4436849,CHEMBL4408414
232,3-(4-Methylphenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(Nc1ccc(cc1)C)N/N=C\c1ccnc2c1cccc2,FQHBPPZIKPGDKH-NDENLUEZSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,10,,5-40,7.6,Tris-HCl,0.1,298,Fluorescence spectroscopy,,Stern-Volmer,88500,,,,,,,,CHEMBL,CHEMBL4469837,CHEMBL4408416
233,3-(4-Methylphenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(Nc1ccc(cc1)C)N/N=C\c1ccnc2c1cccc2,FQHBPPZIKPGDKH-NDENLUEZSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,20,,5-40,7.6,Tris-HCl,0.1,298,UV-Vis spectroscopy,,McGhee and von Hippel method,139000,,,,,,,,CHEMBL,CHEMBL4469837,CHEMBL4408414
234,3-(4-Nitrophenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(Nc1ccc(cc1)[N+](=O)[O-])N/N=C\c1ccnc2c1cccc2,VNQQRJATKQEJSN-ODLFYWEKSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,10,,5-40,7.6,Tris-HCl,0.1,298,Fluorescence spectroscopy,,Stern-Volmer,38200,,,,,,,,CHEMBL,CHEMBL4563639,CHEMBL4408416
235,3-(4-Nitrophenyl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(Nc1ccc(cc1)[N+](=O)[O-])N/N=C\c1ccnc2c1cccc2,VNQQRJATKQEJSN-ODLFYWEKSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,20,,5-40,7.6,Tris-HCl,0.1,298,UV-Vis spectroscopy,,McGhee and von Hippel method,103000,,,,,,,,CHEMBL,CHEMBL4563639,CHEMBL4408414
236,3-(Prop-2-En-1-Yl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,C=CCNC(=S)N/N=C\c1ccnc2c1cccc2,HYGPVJCBQUQNCU-YVLHZVERSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,10,,5-40,7.6,Tris-HCl,0.1,298,Fluorescence spectroscopy,,Stern-Volmer,103900,,,,,,,,CHEMBL,CHEMBL4537411,CHEMBL4408416
237,3-(Prop-2-En-1-Yl)-1-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,C=CCNC(=S)N/N=C\c1ccnc2c1cccc2,HYGPVJCBQUQNCU-YVLHZVERSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,20,,5-40,7.6,Tris-HCl,0.1,298,UV-Vis spectroscopy,,McGhee and von Hippel method,144000,,,,,,,,CHEMBL,CHEMBL4537411,CHEMBL4408414
238,"3-[({1-[(3,4-Dichlorophenyl)Methyl]-1,2,3-Triazol-4-Yl}Methoxy)Methyl]-10-Ethoxy-4-Phenyl-7-Thia-2,5-Diazatricyclo[6.4.0.0²,⁶]Dodeca-1(12),3,5,8,10-Pentaene",CCOc1ccc2c(c1)sc1n2c(COCc2nnn(c2)Cc2ccc(c(c2)Cl)Cl)c(n1)c1ccccc1,GKIJTBBTGVSRLV-UHFFFAOYSA-N,10.1016/j.ejmech.2018.02.056,Homo sapiens,,,,7.3,,,286,Fluorescence spectroscopy,,Modified Stern-Volmer,26300,,,,,,,,CHEMBL,CHEMBL4218501,CHEMBL4198622
239,"3-[({1-[(3,4-Dichlorophenyl)Methyl]-1,2,3-Triazol-4-Yl}Methoxy)Methyl]-10-Ethoxy-4-Phenyl-7-Thia-2,5-Diazatricyclo[6.4.0.0²,⁶]Dodeca-1(12),3,5,8,10-Pentaene",CCOc1ccc2c(c1)sc1n2c(COCc2nnn(c2)Cc2ccc(c(c2)Cl)Cl)c(n1)c1ccccc1,GKIJTBBTGVSRLV-UHFFFAOYSA-N,10.1016/j.ejmech.2018.02.056,Homo sapiens,,,,7.3,,,303,Fluorescence spectroscopy,,Modified Stern-Volmer,25700,,,-6.43,,,,,CHEMBL,CHEMBL4218501,CHEMBL4198623
240,"3-[({1-[(3,4-Dichlorophenyl)Methyl]-1,2,3-Triazol-4-Yl}Methoxy)Methyl]-10-Ethoxy-4-Phenyl-7-Thia-2,5-Diazatricyclo[6.4.0.0²,⁶]Dodeca-1(12),3,5,8,10-Pentaene",CCOc1ccc2c(c1)sc1n2c(COCc2nnn(c2)Cc2ccc(c(c2)Cl)Cl)c(n1)c1ccccc1,GKIJTBBTGVSRLV-UHFFFAOYSA-N,10.1016/j.ejmech.2018.02.056,Homo sapiens,,,,7.3,,,310,Fluorescence spectroscopy,,Modified Stern-Volmer,19400,,,,,,,,CHEMBL,CHEMBL4218501,CHEMBL4198624
241,"3-[({1-[(3,4-Dichlorophenyl)Methyl]-1,2,3-Triazol-4-Yl}Methoxy)Methyl]-10-Ethoxy-4-Phenyl-7-Thia-2,5-Diazatricyclo[6.4.0.0²,⁶]Dodeca-1(12),3,5,8,10-Pentaene",CCOc1ccc2c(c1)sc1n2c(COCc2nnn(c2)Cc2ccc(c(c2)Cl)Cl)c(n1)c1ccccc1,GKIJTBBTGVSRLV-UHFFFAOYSA-N,10.1016/j.ejmech.2018.02.056,Homo sapiens,,,,7.3,,,286,Fluorescence spectroscopy,,Scatchard,21700,,,,,,,,CHEMBL,CHEMBL4218501,CHEMBL4198625
242,"3-[({1-[(3,4-Dichlorophenyl)Methyl]-1,2,3-Triazol-4-Yl}Methoxy)Methyl]-10-Ethoxy-4-Phenyl-7-Thia-2,5-Diazatricyclo[6.4.0.0²,⁶]Dodeca-1(12),3,5,8,10-Pentaene",CCOc1ccc2c(c1)sc1n2c(COCc2nnn(c2)Cc2ccc(c(c2)Cl)Cl)c(n1)c1ccccc1,GKIJTBBTGVSRLV-UHFFFAOYSA-N,10.1016/j.ejmech.2018.02.056,Homo sapiens,,,,7.3,,,303,Fluorescence spectroscopy,,Scatchard,21800,,,,,,,,CHEMBL,CHEMBL4218501,CHEMBL4198626
243,"3-[({1-[(3,4-Dichlorophenyl)Methyl]-1,2,3-Triazol-4-Yl}Methoxy)Methyl]-10-Ethoxy-4-Phenyl-7-Thia-2,5-Diazatricyclo[6.4.0.0²,⁶]Dodeca-1(12),3,5,8,10-Pentaene",CCOc1ccc2c(c1)sc1n2c(COCc2nnn(c2)Cc2ccc(c(c2)Cl)Cl)c(n1)c1ccccc1,GKIJTBBTGVSRLV-UHFFFAOYSA-N,10.1016/j.ejmech.2018.02.056,Homo sapiens,,,,7.3,,,310,Fluorescence spectroscopy,,Scatchard,17600,,,,,,,,CHEMBL,CHEMBL4218501,CHEMBL4198627
